País,Variable_Independiente,Valor_Variable,Parkinson_Predicho
Sierra Leone,Muertes_agua,2544.8188,
Sierra Leone,Pepticidas,118155.13,
Sierra Leone,Precipitaciones,1525.9907,
Sierra Leone,Muertes_agua_2,6476102.72483344,
Sierra Leone,Exp_plomo_2,463883.58810000005,
Sierra Leone,Pepticidas_log,7.504942068396171,
Togo,Contaminacion_aire,4.0861135,
Togo,Exp_plomo,629.9448,
Togo,Muertes_agua,2289.433,
Togo,Pepticidas,534.56,
Togo,Precipitaciones,540.1039,
Togo,Muertes_agua_2,5241503.461489,
Togo,Exp_plomo_2,396830.45104704,
Togo,Pepticidas_log,7.504942068396171,
Cook Islands,Contaminacion_aire,0.58814925,
Cook Islands,Exp_plomo,131.94354,
Cook Islands,Muertes_agua,0.36435965,
Cook Islands,Pepticidas,98.37,
Cook Islands,Precipitaciones,1205.8376,
Cook Islands,Muertes_agua_2,0.13275795454812248,
Cook Islands,Exp_plomo_2,17409.097747731605,
Cook Islands,Pepticidas_log,7.504942068396171,
Greenland,Contaminacion_aire,1.5601676,
Greenland,Exp_plomo,106.91559,
Greenland,Muertes_agua,0.048418853,
Greenland,Pepticidas,404.35,
Greenland,Precipitaciones,355.4029,
Greenland,Muertes_agua_2,0.002344385325835609,
Greenland,Exp_plomo_2,11430.943385048098,
Greenland,Pepticidas_log,7.504942068396171,
Sudan,Contaminacion_aire,2.822252,
Sudan,Exp_plomo,1209.9124,
Sudan,Muertes_agua,1413.7561,
Sudan,Pepticidas,18849.0,
Sudan,Precipitaciones,1874.6235,
Sudan,Muertes_agua_2,1998706.3102872102,
Sudan,Exp_plomo_2,1463888.0156737599,
Sudan,Pepticidas_log,7.504942068396171,
