País,Parkinson,Contaminacion_aire,Exp_plomo,Muertes_agua,Pepticidas,Precipitaciones
Peru,122.03658,0.23239136,159.31184,431.53854,9865.81,1621.0087
Peru,126.74114,0.18438363,151.8059,421.88132,9706.26,1024.089
Peru,130.95773,0.15546797,148.084,415.41275,9583.2,3279.92
Peru,134.75598,0.22285447,150.23462,414.5691,9039.57,1411.9388
Peru,138.21222,0.19733042,161.62656,423.52203,253.25,980.71106
Peru,141.15463,0.3282659,167.70464,431.65482,270.3,687.06995
Peru,143.33856,0.38769308,178.42111,429.24527,325.25,1918.2529
Peru,147.81715,0.4037515,169.80336,390.43216,322.19,2818.8694
Trinidad and Tobago,38.41674,0.23002978,394.77634,46.289894,35490.0,3304.0693
Trinidad and Tobago,38.92678,0.23040952,387.90533,42.29866,35422.0,1414.2876
Trinidad and Tobago,39.5838,0.23357116,377.84103,42.128704,35537.0,1291.1226
Trinidad and Tobago,40.319984,0.23803712,386.27924,46.373108,33031.28,420.9255
Trinidad and Tobago,41.11135,0.23893438,390.89334,43.526005,32893.1,1740.583
Trinidad and Tobago,42.007454,0.24599914,368.64163,40.746418,30995.26,2732.261
Trinidad and Tobago,43.149834,0.25824836,381.2407,38.976406,30754.4,754.105
Trinidad and Tobago,44.709126,0.24581969,368.782,34.91548,31223.91,582.59033
Trinidad and Tobago,46.48231,0.24573602,368.04364,32.48749,31415.27,1774.0345
Trinidad and Tobago,48.229614,0.28789794,356.99905,29.77292,22588.09,307.98813
Trinidad and Tobago,49.833096,0.19725093,329.1197,25.28903,22331.7,1895.3584
Trinidad and Tobago,51.382977,0.2607553,319.71143,20.541204,21596.68,1802.8746
Trinidad and Tobago,53.130165,0.2409912,303.41144,18.473366,21324.22,696.37714
Trinidad and Tobago,54.885857,0.2847944,302.08276,18.636536,16770.87,745.2488
Trinidad and Tobago,56.53553,0.15649144,287.11478,17.658741,16401.66,1219.0845
Trinidad and Tobago,58.011898,0.10395784,273.8734,18.430525,17718.64,294.47717
Trinidad and Tobago,59.100403,0.11423244,255.50798,17.854015,17673.46,1158.8054
Trinidad and Tobago,59.935513,0.11621828,244.72055,16.777868,18392.45,869.12225
Trinidad and Tobago,60.635036,0.12892763,246.947,17.046278,18475.05,3363.6191
Trinidad and Tobago,61.476902,0.10043791,231.0612,16.042015,19298.0,1615.5398
Trinidad and Tobago,62.766457,0.098034896,225.9691,15.138304,19116.0,1468.9596
Trinidad and Tobago,64.63359,0.1048588,214.26016,14.874042,19300.0,1457.0242
Trinidad and Tobago,67.07383,0.111916065,201.94966,14.116024,19605.67,1619.7319
Trinidad and Tobago,69.77779,0.11500329,204.68689,14.453665,15023.07,3429.5835
Trinidad and Tobago,72.464165,0.10561818,202.88075,14.555175,14794.06,1155.9691
Trinidad and Tobago,74.90561,0.08799503,200.34264,14.559709,16983.33,906.93384
Trinidad and Tobago,76.98821,0.07326388,205.99214,15.119113,400522.34,276.19055
Trinidad and Tobago,79.11091,0.024517518,199.74336,14.925841,395079.0,794.29395
Trinidad and Tobago,81.45666,0.07952797,193.22101,14.823369,401883.1,1202.4022
Trinidad and Tobago,84.14293,0.074384615,189.20604,14.937772,390543.1,753.78033
Trinidad and Tobago,91.246056,0.0691222,188.54897,15.123012,425922.7,238.25746
Algeria,29.892675,3.069204,1002.76526,615.0542,5743.46,2739.8599
Algeria,30.845978,2.9777446,981.4224,545.0816,7094.39,824.42566
Algeria,31.75038,2.822316,969.41565,493.16794,3876.18,479.9629
Algeria,32.566696,2.8610466,958.81433,462.70645,3710.0,1753.8865
Algeria,33.236828,2.7622097,946.17773,436.89743,4058.62,112.604065
Algeria,33.727573,2.8850496,933.8206,407.687,6255.63,1986.6718
Algeria,34.128975,2.743539,920.05963,380.68613,2190.88,1495.3911
Algeria,34.5476,2.688972,905.5329,365.21378,1822.16,585.4637
Algeria,34.989532,2.50896,884.0936,346.1177,1498.96,645.36285
Algeria,35.539276,3.1073327,882.3056,329.81396,2228.17,1148.7722
Algeria,36.150196,3.1951783,873.05225,313.95007,2537.4,167.43675
Algeria,36.9246,3.1237144,862.9144,300.47382,2846.64,1206.0085
Algeria,37.951935,2.896381,852.113,288.9447,3155.87,792.4686
Algeria,39.085934,2.920299,849.84125,280.52237,3465.11,3123.0388
Algeria,40.417057,2.9842472,841.27875,275.645,3774.35,2310.6228
Algeria,41.770958,2.6819034,832.4244,269.66763,2810.61,1488.593
Algeria,43.160946,2.6492867,821.871,264.9173,2504.01,1142.2905
Algeria,44.676666,2.6471336,809.8209,260.7843,3562.52,1463.0833
Algeria,46.2287,2.6960902,799.1149,258.17545,5720.11,2881.472
Algeria,47.848965,2.9449987,786.4012,254.9125,3168.41,989.26306
Algeria,49.445274,3.1159554,779.13416,253.60477,1869.58,823.57697
Algeria,51.079304,3.1464806,771.23804,251.54695,7612.21,393.7297
Algeria,52.861813,2.9555562,755.8824,249.29845,8980.17,1000.21893
Algeria,54.72297,3.1740038,742.888,249.27968,8269.57,1296.2585
Algeria,56.597992,3.221293,730.8952,247.92574,7151.52,626.28436
Algeria,58.349262,3.24042,724.3365,244.55331,4516.93,194.17375
Algeria,60.320168,3.0176008,701.6547,237.83498,4153.38,1223.144
Algeria,62.719906,2.9778564,690.95294,227.19931,6067.35,5428.2095
Algeria,65.08813,3.2157848,686.8605,221.39113,6067.35,8.201723
Algeria,66.94435,3.2668324,679.2346,212.6862,6067.35,1011.98254
Algeria,65.41655,3.285589,667.831,202.09872,6067.35,2327.94
Brazil,37.89984,1.2401874,557.1526,24756.535,92.92,678.71704
Brazil,39.348846,1.1633979,537.35785,22967.219,95.27,1092.3256
Brazil,40.87961,1.2025048,532.7758,21257.059,98.15,25.83656
Brazil,42.35419,1.255222,536.94366,20160.676,22.22,520.3465
Brazil,43.72599,1.3561972,522.5198,18294.244,21.33,567.3454
Brazil,44.963913,1.3766686,508.94098,16133.093,17.5,1695.1442
Brazil,46.177258,1.4431299,498.80444,14115.8125,13.17,188.48895
Brazil,47.536884,1.4138117,483.02484,12452.99,11.57,1564.2767
Brazil,48.963097,1.5192823,475.8453,11771.842,10.95,1822.3075
Brazil,50.407455,1.4302499,465.02048,10466.199,12.02,105.036644
Brazil,51.840683,1.2230636,451.6923,9013.001,12.65,685.12787
Brazil,53.380802,1.3233566,440.51108,8241.154,20.13,507.93204
Brazil,55.085293,1.3975981,429.5881,7759.177,14.34,1402.2322
Brazil,56.908222,1.3826865,422.39404,7403.8696,130.06,2569.652
Brazil,58.81932,1.0593632,415.22107,6891.1377,123.78,609.41705
Brazil,60.80276,0.9331643,396.47598,6544.3755,127.77,1133.9596
Brazil,63.19814,1.0222998,387.97586,6230.818,11.31,3553.8918
Brazil,66.06329,0.9594131,379.22147,5569.4023,13.2,465.0607
Brazil,69.12491,0.797758,372.7274,5122.318,17.58,597.78345
Brazil,72.061615,0.7450324,365.9299,4651.8984,17.28,1449.0354
Brazil,74.499344,0.86415607,355.63712,4216.8926,11.04,1776.893
Brazil,76.305466,1.1380178,345.19885,3765.7659,7.62,511.2041
Brazil,77.697495,1.2283123,329.52914,3670.209,10.97,860.86523
Brazil,78.92008,1.2922386,317.37997,3670.947,16.92,683.85693
Brazil,80.25403,1.2688186,302.99136,3378.7966,16.92,1780.7771
Brazil,81.995964,1.2548091,294.4182,3280.285,120.32,774.14984
Brazil,84.81885,1.3608847,291.03854,3322.1003,132.64,1389.0199
Brazil,88.6183,1.2227803,278.8651,3223.789,139.83,196.31767
Brazil,92.53534,1.603863,267.67175,3089.5522,171.09,1428.6757
Brazil,95.59847,1.7062649,260.0862,3048.8733,197.87,575.7429
Brazil,93.73235,1.8345894,257.18033,2931.2664,237.59,1141.3954
Mexico,31.822456,7.924663,415.42834,15182.233,115.7,2028.1896
Mexico,33.387035,7.5777574,411.22037,13730.732,115.7,1045.1226
Mexico,34.954487,7.4696774,413.0766,11649.351,115.7,1368.3529
Mexico,36.481678,6.9082317,414.5505,10037.253,115.7,1807.1045
Mexico,37.925713,6.767768,413.84747,8192.937,115.7,1879.8099
Mexico,39.21302,6.6529484,418.35718,7237.5596,115.7,532.6213
Mexico,40.46067,6.160215,418.64972,6323.6543,115.7,1415.088
Mexico,41.779667,6.1500263,420.2622,5642.028,115.7,1431.0149
Mexico,43.198486,6.3403063,424.86487,4941.524,115.7,2936.2212
Mexico,44.716564,6.474364,417.41025,4308.9272,115.7,225.98561
Mexico,46.311806,5.2491055,407.35535,3893.5146,115.7,147.02553
Mexico,48.247135,4.6976585,399.49875,3638.5122,115.7,1071.7999
Mexico,50.550182,4.3168383,398.6032,3421.0183,115.7,1039.3792
Mexico,52.983273,4.074903,396.0194,3230.037,115.7,177.80138
Mexico,55.31944,3.9442651,383.98822,2964.3394,115.7,891.4965
Mexico,57.25605,3.9222221,383.53772,2858.7695,615.61,1172.6484
Mexico,58.86587,4.034602,376.50024,2651.9224,1115.52,1818.8561
Mexico,60.395657,3.6352654,376.90378,2523.031,1615.43,80.988174
Mexico,61.865818,3.4955344,388.14035,2406.9807,2115.34,399.07523
Mexico,63.32103,3.2823043,391.42856,2257.528,2615.25,855.5777
Mexico,64.89009,3.392232,379.8066,2137.3486,3115.16,659.3704
Mexico,67.01234,3.0916944,365.7523,2125.508,3615.07,1683.9175
Mexico,69.702934,3.2866166,359.94003,2130.8235,4114.98,1509.741
Mexico,72.60466,3.1012192,365.2747,2164.8667,4614.89,584.26587
Mexico,75.363754,2.9628053,361.8629,2076.4119,5114.8,53.776867
Mexico,77.63341,2.5296113,357.96335,2079.904,5114.8,891.1529
Mexico,79.15828,2.5271993,359.76694,2075.1316,0.66,2150.0903
Mexico,80.12814,2.3915343,350.3535,1938.7638,0.66,940.0885
Mexico,81.10612,2.3796864,339.60318,1882.8054,0.66,404.60974
Mexico,82.64297,2.2857404,334.5677,1955.2712,0.66,995.67444
Mexico,85.97726,2.162765,324.9222,1877.1829,66.11,2237.6165
Nicaragua,28.29765,0.48993915,526.0506,1602.9169,540.0,790.00586
Nicaragua,29.651186,0.5198354,567.3465,1464.2144,573.0,2424.7822
Nicaragua,31.024382,0.51629025,541.0396,1351.3593,556.0,238.24106
Nicaragua,32.378574,0.4815807,547.32745,1353.1449,507.0,2117.6892
Nicaragua,33.64447,0.5342188,531.53253,1180.4722,529.0,787.424
Nicaragua,34.769424,0.58972687,541.3664,1091.6766,412.5,994.6328
Nicaragua,35.805977,0.59660846,550.44464,945.73944,296.0,1754.1616
Nicaragua,36.912865,0.4747717,519.83167,792.4719,175.0,1798.2509
Nicaragua,38.03354,0.49290738,503.44263,698.8281,240.0,79.99541
Nicaragua,39.186398,0.61372375,507.8378,603.5988,210.0,1169.4442
Nicaragua,40.441425,0.5790081,494.89645,532.11237,262.0,879.37537
Nicaragua,42.0262,0.7271523,507.21344,481.66104,149.0,1182.4951
Nicaragua,44.06344,0.7330313,521.6236,440.29807,327.0,115.48249
Nicaragua,46.241997,0.85388076,534.63513,405.07632,119.0,509.54068
Nicaragua,48.268772,0.65647495,532.4247,377.7988,85.0,3485.275
Nicaragua,49.84621,0.62957007,542.9679,356.45657,98.0,4126.8667
Nicaragua,51.043045,0.61622155,496.92554,305.36996,98.0,1409.0806
Nicaragua,52.117756,0.6219423,508.9106,288.29456,98.0,2052.1982
Nicaragua,53.064034,0.53820807,515.0784,272.8191,98.0,2817.4866
Nicaragua,54.016586,0.4603038,504.48145,260.76547,98.0,737.3097
Nicaragua,55.10643,0.52049005,479.65436,247.10048,98.0,826.3196
Nicaragua,56.647655,0.7299825,485.30298,232.95935,98.0,884.51117
Nicaragua,58.6246,1.0257535,478.06912,219.46367,98.0,180.48938
Nicaragua,60.815605,0.8227516,465.65378,208.00581,98.0,900.61597
Nicaragua,62.9591,0.65650785,447.79498,195.95023,98.0,616.2632
Nicaragua,64.7511,0.50005966,418.35507,184.84134,98.0,1530.2313
Nicaragua,66.30044,0.60386634,425.9114,172.67035,98.0,149.6582
Nicaragua,67.888565,0.47112867,397.5463,164.98582,98.0,1053.4515
Nicaragua,69.5629,0.6700159,394.0516,159.8326,98.0,2944.6333
Nicaragua,71.22938,0.68115777,383.2545,155.34325,33485.62,107.57283
Nicaragua,72.420715,0.64010817,355.75998,141.72311,30158.69,588.47253
Panama,44.632736,0.83115387,324.87463,189.10562,3.61,767.1695
Panama,47.189106,0.84110266,317.82867,179.61722,1.31,1165.6671
Panama,49.67481,0.9036872,327.62048,161.21332,0.4,36.844604
Panama,51.918488,0.9500047,340.15115,125.30525,0.53,427.42273
Panama,53.810143,0.94969153,331.8678,112.913,0.59,3344.8394
Panama,55.24833,0.9601367,334.31454,112.35604,0.35,4028.5552
Panama,56.2812,0.97282773,321.78387,111.59147,0.19,1768.5137
Panama,57.19321,1.0640043,329.38907,111.47168,0.09,2242.9216
Panama,58.07017,1.2284507,309.45862,114.86644,0.03,2304.9587
Panama,59.061947,1.2981408,295.64978,100.851685,0.05,828.90436
Panama,60.316093,0.95544463,280.19083,96.81155,0.15,648.7426
Panama,62.443172,1.2733768,278.3337,94.01892,0.3,1451.3777
Panama,65.67171,1.2309,277.04605,87.73285,0.26,65.294174
Panama,69.33321,1.2970607,278.84265,90.29086,0.17,867.19885
Panama,72.73991,0.83421123,276.08197,90.83953,0.05,598.63464
Panama,75.17249,0.54071003,275.6732,92.8238,0.06,1509.78
Panama,76.53862,0.50043684,271.31506,83.36443,0.14,141.47758
Panama,77.57297,0.44525388,259.95798,88.74271,0.16,1286.746
Panama,78.50116,0.43238008,257.9081,85.17416,0.19,2368.21
Panama,79.53331,0.3089807,261.02722,91.62065,0.17,71.67528
Panama,80.936874,0.34404042,252.8579,86.764465,0.23,401.33792
Panama,83.20942,0.44515863,248.0806,81.35004,0.34,697.0516
Panama,86.476814,0.62437624,241.87909,79.564224,0.28,1565.831
Panama,90.1333,0.60956085,239.793,81.35826,0.2,2339.055
Panama,93.56909,0.5388385,237.25073,80.09885,0.1,902.8929
Panama,96.17272,0.42843586,234.61304,73.53459,0.13,1342.1002
Panama,97.614456,0.44814092,235.6331,80.98649,0.13,3751.4207
Panama,98.459045,0.3246209,233.43036,84.66243,5422.0,236.94894
Panama,98.8915,0.55469704,228.13586,81.52181,5422.0,550.27466
Panama,99.626434,0.57081246,220.65126,79.81646,7363.0,1627.3544
Panama,103.9287,0.5817029,218.36981,75.55474,8825.0,1159.1697
Paraguay,35.475014,0.6853264,369.79553,515.5456,356.66,2192.8315
Paraguay,36.382736,0.56592596,351.3874,497.90295,370.12,22.64532
Paraguay,37.330723,0.569489,366.70206,515.51447,364.55,721.6146
Paraguay,38.23304,0.5185555,371.29468,477.79636,363.83,952.30023
Paraguay,39.032394,0.6238319,372.35022,439.15567,373.77,1137.5281
Paraguay,39.675545,0.5862995,375.34216,411.29547,387.25,1349.4761
Paraguay,40.434364,0.6210642,376.4044,371.82867,421.7,3120.2715
Paraguay,41.462578,0.521744,360.59155,326.40347,422.72,310.29532
Paraguay,42.631588,0.66946507,359.37408,290.27164,421.86,92.82336
Paraguay,43.72453,0.5324487,359.6867,261.7834,412.23,597.68085
Paraguay,44.583996,0.5322164,354.876,236.29674,424.11,786.4299
Paraguay,45.29863,0.33748975,342.1246,220.5973,429.34,604.2482
Paraguay,45.97393,0.46551028,336.2418,207.87856,431.79,269.85815
Paraguay,46.656113,0.44068772,337.72943,189.45909,417.22,1701.7394
Paraguay,47.302578,0.55832756,344.4063,171.40163,417.58,254.49777
Paraguay,47.95973,0.6161915,341.32718,157.47868,422.01,1017.27313
Paraguay,48.99275,0.6844898,343.1383,143.28598,440.76,2510.8853
Paraguay,50.425564,0.70793694,338.35715,127.09212,472.25,357.52542
Paraguay,52.070007,0.5300201,335.4724,114.604515,519.63,2027.1135
Paraguay,53.609123,0.52764565,341.9912,108.07812,540.43,909.1822
Paraguay,54.742393,0.5692463,343.36093,95.4046,538.77,2111.4253
Paraguay,55.749474,0.82269776,335.22583,90.51178,538.96,1433.1033
Paraguay,56.871754,1.0258504,326.7443,86.86212,622.06,1775.6383
Paraguay,58.07865,0.98401123,326.33893,83.95641,216.82,146.30402
Paraguay,59.269703,0.8521396,315.28537,79.42264,319.11,1242.5048
Paraguay,60.37299,0.79555285,317.1616,74.415634,437.27,766.62305
Paraguay,61.785328,1.1125787,325.89868,73.46618,420.44,1214.2927
Paraguay,63.524544,1.0920473,311.5515,73.14101,9357.0,27.835245
Paraguay,65.26551,1.2853264,314.48083,72.459404,9357.0,377.70474
Paraguay,66.46445,1.3721033,315.49078,70.880974,6117.0,3857.7766
Paraguay,64.4318,1.3161415,293.3039,66.87201,8985.0,3690.3867
Venezuela,32.01046,0.7210897,563.75446,2412.9866,2599.0,462.9676
Venezuela,33.78589,0.6894706,571.2594,1933.8828,2538.0,821.3517
Venezuela,35.551636,0.65341365,571.95605,1830.9058,2762.0,1538.9386
Venezuela,37.224792,0.65731925,570.09033,1799.7899,2883.0,2654.2778
Venezuela,38.704613,0.72210866,586.73,2048.7104,2918.18,828.6315
Venezuela,39.913624,0.8556341,580.0614,1956.6113,2953.36,1283.7775
Venezuela,41.004063,0.91689396,559.8985,1805.4298,2988.54,4375.5884
Venezuela,42.164265,0.8603769,535.3678,1546.9475,3023.72,162.076
Venezuela,43.35177,0.9481011,538.6844,1409.7567,3058.9,627.26984
Venezuela,44.42945,0.95841646,538.7765,1225.9517,3094.08,1600.6713
Venezuela,45.491146,0.79435426,542.55457,1086.4058,3129.27,726.56464
Venezuela,46.76189,0.9951631,543.7003,1028.7493,3164.45,661.6397
Venezuela,48.184284,1.0258288,536.5551,1053.0383,3199.63,1973.153
Venezuela,49.637184,1.1020709,546.83234,1267.0193,3234.81,134.85393
Venezuela,51.07322,0.7020932,509.49628,1082.2301,3269.99,2836.4822
Venezuela,52.483826,0.49868402,490.9804,956.12366,3305.17,810.0703
Venezuela,54.125187,0.5007773,494.58386,827.1078,3340.35,1713.7345
Venezuela,56.185665,0.49787316,483.9817,729.3463,3375.53,123.44877
Venezuela,58.49898,0.5137548,481.42462,653.0279,2550.07,1550.5171
Venezuela,60.861065,0.4328693,466.31958,611.82275,2185.07,602.12244
Venezuela,63.065727,0.44450352,441.64835,602.6381,2185.07,902.3797
Venezuela,65.42975,0.5267346,433.622,578.6469,2185.07,1728.956
Venezuela,68.26497,0.6784694,430.59207,565.2337,2185.07,2112.871
Venezuela,71.26707,0.6837544,426.56723,571.7497,2185.07,1074.5521
Venezuela,74.05309,0.65309435,435.2662,649.16797,2185.07,1652.8832
Venezuela,76.21765,0.5717418,431.5442,676.95245,2185.07,129.66103
Venezuela,77.06012,0.5863384,467.11945,761.3245,2185.07,651.0258
Venezuela,77.199295,0.4601805,451.11203,794.4987,2185.07,94.53923
Bahrain,20.43587,9.512153,744.95654,5.0386214,30.86,809.7215
Bahrain,20.928026,9.21765,755.8578,4.840407,12.46,510.4497
Bahrain,21.452188,8.959276,753.60583,4.598346,12.16,1582.3125
Bahrain,22.051239,8.870347,740.26306,4.2937284,9.42,1657.2048
Bahrain,22.662233,9.216206,751.8493,3.9898481,11.15,1470.3506
Bahrain,23.19181,9.715716,766.83203,3.6496186,12.5,2195.4446
Bahrain,23.582226,9.798093,767.7255,3.3062773,8.65,819.96533
Bahrain,23.907396,10.103374,773.35034,3.1026363,9.2,1287.1018
Bahrain,24.258663,10.727551,760.50903,2.9990566,0.91,1474.8481
Bahrain,24.664217,10.828528,737.4217,2.9035654,6.03,869.04065
Bahrain,25.112906,10.636074,719.89545,2.8551373,12.24,379.62476
Bahrain,25.603378,9.730046,704.5383,2.833644,12.75,1384.4094
Bahrain,26.020998,9.406717,689.1058,2.821804,12.12,1127.7599
Bahrain,26.143702,10.209668,697.6629,2.8748074,16.25,2549.1035
Bahrain,26.065456,10.308527,687.4662,2.941184,10.45,187.07932
Bahrain,26.08413,9.96407,665.36487,2.9930708,12.59,168.35252
Bahrain,26.237673,9.527679,622.88586,3.0105112,9.84,1012.31213
Bahrain,26.538958,10.315343,583.4878,3.035815,9.14,847.3492
Bahrain,26.88996,10.304655,548.2059,2.8416529,9.87,189.72862
Bahrain,27.387299,9.134862,520.61316,2.8730273,10.59,917.37476
Bahrain,28.199978,8.041248,512.21027,3.028747,11.32,1137.6501
Bahrain,29.347479,7.706551,491.43176,2.9191954,12.05,1348.2844
Bahrain,30.730022,7.8266387,461.2589,2.9315581,12.78,55.8978
Bahrain,32.245697,7.388205,420.82465,2.9367826,13.5,282.32376
Bahrain,33.90014,6.2247605,364.00677,2.938136,14.23,488.4763
Bahrain,35.699844,6.4296603,356.78452,2.945223,34.03,557.909
Bahrain,37.489113,6.966767,358.5527,2.9324067,31.45,1038.4548
Bahrain,39.465378,7.21884,352.40448,2.921762,30.24,737.95233
Bahrain,41.666267,6.760052,342.30035,2.8859885,13.6,580.30286
Bahrain,43.979843,6.9005175,337.41492,2.8411717,1266.0,111.81391
Bahrain,46.051353,6.9804397,338.1778,2.777994,1287.0,560.91345
Egypt,32.488472,7.297442,2264.483,16110.22,9.29,966.1811
Egypt,33.237713,7.1159897,2221.8777,14369.651,18.55,404.6739
Egypt,34.0407,6.8075123,2151.7153,12762.168,30.51,1712.8854
Egypt,34.86807,6.9866915,2181.7383,11093.988,60.84,1770.9332
Egypt,35.634293,6.8688464,2206.4846,9637.457,128.4,1669.162
Egypt,36.329838,6.617081,2156.359,8497.004,155.89,1973.9196
Egypt,36.993153,6.2398124,2139.114,7197.9526,163.39,1254.4517
Egypt,37.607098,6.4021993,2151.6414,6439.143,169.79,1122.9858
Egypt,38.171124,6.1703515,2144.2976,5861.2144,180.22,1596.1729
Egypt,38.680923,6.1785727,2118.0928,5449.16,204.4,1153.6703
Egypt,39.20903,5.42071,2026.7537,5015.261,185.07,679.3681
Egypt,39.82545,5.7429194,2099.0981,4513.573,176.77,1265.1781
Egypt,40.478558,5.8083916,2144.8584,3999.0037,156.57,1213.2882
Egypt,41.152252,5.502117,2171.4583,3579.7559,108.83,2574.6047
Egypt,41.793293,4.9827895,2126.4617,3219.514,85.9,288.7817
Egypt,42.39008,4.3803315,2077.1433,2911.7837,62.17,274.12555
Egypt,43.04503,4.630909,2076.944,2724.8633,72.27,917.73663
Egypt,43.82358,4.581419,2043.4691,2638.8308,77.87,803.8807
Egypt,44.73351,4.489969,2051.2903,2549.614,80.18,226.6069
Egypt,45.646374,4.291594,2070.6572,2540.208,78.25,1189.4259
Egypt,46.491222,4.171278,2062.957,2481.6294,77.29,1480.2155
Egypt,47.327843,4.3578944,2039.6433,2368.2505,4.44,1764.059
Egypt,48.175617,4.069495,2064.8984,2257.5193,4.44,85.8679
Egypt,49.21606,4.0751615,2023.011,2197.3923,4.44,374.4726
Egypt,50.384415,3.7908201,2044.1866,2000.8972,4.44,1031.4285
Egypt,51.63913,4.0308504,2057.1328,1879.7737,30.92,546.8979
Egypt,53.295227,3.8253255,1952.0585,1746.3868,19.61,1368.2216
Egypt,55.38171,3.7540598,1852.7821,1610.7869,22.28,1529.6532
Egypt,57.744347,3.5769143,1835.477,1486.6118,24.96,955.8701
Egypt,59.99054,3.4971833,1793.1587,1380.6227,27.63,115.37007
Egypt,62.051315,3.4259336,1760.0951,1192.354,27.63,951.00073
Iran,24.941309,2.934291,1323.3267,2207.6543,6650.0,1163.2244
Iran,25.53261,2.832818,1303.5411,1878.7689,6753.0,1834.2238
Iran,26.328413,2.7336655,1286.145,1623.6385,6124.0,1533.8452
Iran,27.559042,2.641018,1267.3964,1420.6313,6009.0,1461.5833
Iran,29.077257,2.6458685,1249.8313,1268.4517,6005.0,1216.5654
Iran,30.493816,2.6772947,1233.4415,1167.0808,6335.0,375.9355
Iran,31.89351,2.6091242,1213.7762,1038.8367,6367.0,797.5973
Iran,33.484222,2.5878778,1194.6936,978.899,6093.0,214.61034
Iran,35.212406,2.5939493,1174.7587,917.2938,6881.0,735.61194
Iran,36.958508,2.718193,1155.8103,856.3229,7322.0,1991.6615
Iran,38.5202,2.7073445,1138.6404,803.28375,6983.0,710.85675
Iran,39.90106,2.5487661,1120.9175,688.17957,6983.0,78.239655
Iran,41.356884,2.49029,1111.5673,632.6634,6983.0,886.348
Iran,42.948967,2.550678,1095.4689,584.37195,6983.0,724.3893
Iran,44.517296,2.5234962,1070.9618,547.6968,100596.4,1216.4678
Iran,46.005527,2.493941,1045.3384,518.6246,88916.6,256.01892
Iran,47.5956,2.5012228,1018.3691,492.42917,88227.6,2491.627
Iran,49.396473,2.7687213,981.5761,473.21817,89282.2,2139.0078
Iran,51.34142,2.8433442,945.17206,452.32108,81217.6,1938.4911
Iran,53.375713,2.6010177,915.3577,432.63892,84153.0,240.92804
Iran,55.430748,2.3515182,883.77014,416.2093,74617.2,1041.0818
Iran,57.682022,2.3484473,857.40344,406.87323,84799.0,146.78622
Iran,60.2127,2.5381222,838.65594,398.32242,84117.0,1268.2917
Iran,62.76202,2.7014468,828.6518,397.70142,81583.0,800.54224
Iran,65.12833,2.7624893,821.63293,386.3276,79447.0,1007.9435
Iran,67.176765,2.9052365,823.2593,371.45453,75978.0,375.40482
Iran,69.73677,3.07853,815.12854,347.37018,94211.0,1143.9727
Iran,73.21526,3.0892067,804.08136,329.4851,86058.0,65.27624
Iran,76.74642,2.9893434,786.4295,314.84436,83810.0,2177.6084
Iran,79.40385,3.033838,778.35345,304.65314,84647.0,1117.4489
Iran,78.38435,2.9055057,727.49414,262.52094,74349.0,1128.4703
Iraq,24.498777,1.9909374,1003.2974,1417.6252,74172.0,978.9539
Iraq,24.737118,1.954232,1016.1373,1435.796,71613.0,2351.4924
Iraq,24.838894,1.9348179,1037.1934,1408.9376,70690.0,747.368
Iraq,24.543455,1.9804882,1051.5126,1372.6138,61889.0,1195.6394
Iraq,24.109459,1.9842814,1051.2194,1347.93,55455.01,1511.9136
Iraq,23.849655,2.0285158,1060.4746,1339.0645,59235.42,2207.8057
Iraq,23.803751,1.9383389,1062.3242,1318.7313,63084.97,551.20483
Iraq,23.843557,1.9201212,1058.1416,1268.0204,59963.87,1270.4828
Iraq,23.937181,1.8957961,1039.8828,1196.7074,56451.02,919.3614
Iraq,24.058348,1.9514526,1017.3012,1131.2822,54038.54,1057.6058
Iraq,24.206957,1.9406697,996.3845,1046.313,48405.28,541.699
Iraq,24.555183,1.8487245,976.6944,978.10284,56372.59,390.5379
Iraq,25.1559,1.8265038,960.7903,936.4677,50177.3,1571.4717
Iraq,25.923815,1.8818992,957.30475,937.2034,44424.42,1732.5073
Iraq,26.730547,1.8304652,939.70416,887.81934,1217.44,1074.7698
Iraq,27.400387,1.7666076,923.4024,851.94604,1217.44,1749.617
Iraq,28.234121,1.7455535,906.74615,803.7298,1217.44,1136.8501
Iraq,29.694485,1.9407791,901.46814,761.06537,1217.44,1233.7189
Iraq,31.159782,2.0228512,891.71765,695.6575,1217.44,1474.1725
Iraq,32.087532,1.9052616,872.6375,638.7578,1258.99,1487.7751
Iraq,32.96981,1.7347038,849.4257,599.22955,1316.11,680.19226
Iraq,34.00584,1.6809523,825.7177,553.4151,620.7,1206.4536
Iraq,35.03538,1.6819687,802.19946,493.28925,1094.84,1086.6967
Iraq,36.05655,1.6887443,778.6035,455.25775,1332.92,2910.392
Iraq,37.221035,1.6267687,759.0523,445.68558,1379.22,308.77878
Iraq,38.608772,1.6304716,744.4011,408.66443,1491.75,202.77805
Iraq,40.219246,1.6897213,727.28094,381.2882,1372.63,1061.8556
Iraq,42.068542,1.7273264,712.9002,358.63812,1440.51,1066.2098
Iraq,43.887665,1.6941981,723.15326,334.73392,1355.12,233.03078
Iraq,45.352306,1.7958766,742.90356,346.23526,1373.23,1062.1488
Iraq,45.376778,2.0067203,797.18445,295.00427,1243.58,1159.5944
Jordan,17.615454,3.2562728,796.4446,57.27248,10.32,867.6612
Jordan,17.189714,3.2076008,787.9052,56.383293,10.65,403.0836
